time,u_min_acutance,u_avg_acutance,u_max_acutance,u_min_gaussian,u_avg_gaussian,u_max_gaussian,u_min_local_contrast,u_avg_local_contrast,u_max_local_contrast,u_min_local_range,u_avg_local_range,u_max_local_range,u_min_salt_and_pepper,u_avg_salt_and_pepper,u_max_salt_and_pepper,u_min_brightness,u_avg_brightness,u_max_brightness,u_min_contrast_strech,u_avg_contrast_strech,u_max_contrast_strech,FILE,FILE_acutance,FILE_gaussian,FILE_local_contrast,FILE_local_range,FILE_salt_and_pepper,FILE_brightness,FILE_contrast_strech
0250,183,254.3974736432251,255,0,5.295699053552174,255,0,10.075718821133341,255,0,9.107954953875645,255,0,2.726301365760153,184,0,248.41137234934706,255,0,6.456145920690068,255,timesteps.0250.png,timesteps.0250_acutance.png,timesteps.0250_gaussian.png,timesteps.0250_local_contrast.png,timesteps.0250_local_range.png,timesteps.0250_salt_and_pepper.png,timesteps.0250_brightness.png,timesteps.0250_contrast_strech.png
0251,185,254.38131065053312,255,0,5.005536420270756,255,0,10.381668563555769,255,0,9.66143973882832,255,0,2.8395740984784954,188,0,248.83460824248232,255,0,5.894545944650773,255,timesteps.0251.png,timesteps.0251_acutance.png,timesteps.0251_gaussian.png,timesteps.0251_local_contrast.png,timesteps.0251_local_range.png,timesteps.0251_salt_and_pepper.png,timesteps.0251_brightness.png,timesteps.0251_contrast_strech.png
0252,179,254.39740176111178,255,0,5.4175691865340845,255,0,10.348665688271236,255,0,9.202372109740026,255,0,2.7361057865101235,186,0,248.24222924403978,255,0,6.608802563795376,255,timesteps.0252.png,timesteps.0252_acutance.png,timesteps.0252_gaussian.png,timesteps.0252_local_contrast.png,timesteps.0252_local_range.png,timesteps.0252_salt_and_pepper.png,timesteps.0252_brightness.png,timesteps.0252_contrast_strech.png
0253,181,254.38718102312208,255,0,5.00370043129268,255,0,10.32446986941416,255,0,9.496010542709955,255,0,2.800239607044447,183,0,248.84009524380016,255,0,5.889951479573499,255,timesteps.0253.png,timesteps.0253_acutance.png,timesteps.0253_gaussian.png,timesteps.0253_local_contrast.png,timesteps.0253_local_range.png,timesteps.0253_salt_and_pepper.png,timesteps.0253_brightness.png,timesteps.0253_contrast_strech.png
0254,179,254.39014166766503,255,0,5.2610803282616505,255,0,10.486531089014017,255,0,9.322301425661914,255,0,2.7771444830478016,189,0,248.4484155984186,255,0,6.3459176949802325,255,timesteps.0254.png,timesteps.0254_acutance.png,timesteps.0254_gaussian.png,timesteps.0254_local_contrast.png,timesteps.0254_local_range.png,timesteps.0254_salt_and_pepper.png,timesteps.0254_brightness.png,timesteps.0254_contrast_strech.png
0255,180,254.38684856834792,255,0,5.315960824248233,255,0,10.502343656403498,255,0,9.31805439079909,255,0,2.7889226668264047,184,0,248.3954145201869,255,0,6.3961498143045405,255,timesteps.0255.png,timesteps.0255_acutance.png,timesteps.0255_gaussian.png,timesteps.0255_local_contrast.png,timesteps.0255_local_range.png,timesteps.0255_salt_and_pepper.png,timesteps.0255_brightness.png,timesteps.0255_contrast_strech.png
0256,175,254.4034323709117,255,0,5.904639391398107,255,0,10.217425422307416,255,0,8.903028034024201,255,0,2.6821627530849406,191,0,247.78799868216126,255,0,7.088302683598898,255,timesteps.0256.png,timesteps.0256_acutance.png,timesteps.0256_gaussian.png,timesteps.0256_local_contrast.png,timesteps.0256_local_range.png,timesteps.0256_salt_and_pepper.png,timesteps.0256_brightness.png,timesteps.0256_contrast_strech.png
0257,191,254.39553582125313,255,0,5.7970767940577455,255,0,10.448749550736792,255,0,9.114887085180305,255,0,2.7365850005990175,188,0,247.85113513837308,255,0,7.014677429016413,255,timesteps.0257.png,timesteps.0257_acutance.png,timesteps.0257_gaussian.png,timesteps.0257_local_contrast.png,timesteps.0257_local_range.png,timesteps.0257_salt_and_pepper.png,timesteps.0257_brightness.png,timesteps.0257_contrast_strech.png
0258,191,254.36872978315563,255,0,5.394858931352582,255,0,10.941197436204625,255,0,9.763388043608481,255,0,2.8807355936264525,186,0,248.32966335210256,255,0,6.410583143644423,255,timesteps.0258.png,timesteps.0258_acutance.png,timesteps.0258_gaussian.png,timesteps.0258_local_contrast.png,timesteps.0258_local_range.png,timesteps.0258_salt_and_pepper.png,timesteps.0258_brightness.png,timesteps.0258_contrast_strech.png
0259,191,254.36931831795854,255,0,5.625962920809871,255,0,11.166860848208938,255,0,9.792039055948244,255,0,2.8915763148436566,187,0,247.96385976997723,255,0,6.83359590271954,255,timesteps.0259.png,timesteps.0259_acutance.png,timesteps.0259_gaussian.png,timesteps.0259_local_contrast.png,timesteps.0259_local_range.png,timesteps.0259_salt_and_pepper.png,timesteps.0259_brightness.png,timesteps.0259_contrast_strech.png
0260,191,254.36504133221516,255,0,5.6721576614352465,255,0,11.6514061938421,255,0,9.905019767581168,255,0,2.908167605127591,187,0,247.9389061938421,255,0,6.789247633880436,255,timesteps.0260.png,timesteps.0260_acutance.png,timesteps.0260_gaussian.png,timesteps.0260_local_contrast.png,timesteps.0260_local_range.png,timesteps.0260_salt_and_pepper.png,timesteps.0260_brightness.png,timesteps.0260_contrast_strech.png
0261,191,254.35985084461484,255,0,5.91386426260932,255,0,12.365276446627531,255,0,10.166675152749491,255,0,2.9541122559003234,186,0,247.57064963459925,255,0,7.127722535042531,255,timesteps.0261.png,timesteps.0261_acutance.png,timesteps.0261_gaussian.png,timesteps.0261_local_contrast.png,timesteps.0261_local_range.png,timesteps.0261_salt_and_pepper.png,timesteps.0261_brightness.png,timesteps.0261_contrast_strech.png
0262,175,254.3612705163532,255,0,5.954202108541991,255,0,12.406765903917575,255,0,10.130689169761592,255,0,2.9429136216604768,188,0,247.52553462321794,255,0,7.1729798131065055,255,timesteps.0262.png,timesteps.0262_acutance.png,timesteps.0262_gaussian.png,timesteps.0262_local_contrast.png,timesteps.0262_local_range.png,timesteps.0262_salt_and_pepper.png,timesteps.0262_brightness.png,timesteps.0262_contrast_strech.png
0263,180,254.35894782556608,255,0,6.516180963220319,255,0,12.944429136216606,255,0,10.063849287169043,255,0,2.9469420150952437,187,0,246.69229962860908,255,0,8.116353180783515,255,timesteps.0263.png,timesteps.0263_acutance.png,timesteps.0263_gaussian.png,timesteps.0263_local_contrast.png,timesteps.0263_local_range.png,timesteps.0263_salt_and_pepper.png,timesteps.0263_brightness.png,timesteps.0263_contrast_strech.png
0264,180,254.3530115610399,255,0,6.869456092009105,255,0,13.321831196837188,255,0,10.136586498143046,255,0,2.9744504013417994,186,0,246.23911884509405,255,0,8.598698634239847,255,timesteps.0264.png,timesteps.0264_acutance.png,timesteps.0264_gaussian.png,timesteps.0264_local_contrast.png,timesteps.0264_local_range.png,timesteps.0264_salt_and_pepper.png,timesteps.0264_brightness.png,timesteps.0264_contrast_strech.png
0265,174,254.34657212172038,255,0,6.678081945609201,255,0,13.405016772493111,255,0,10.36901132143285,255,0,3.0150742781837785,190,0,246.4323379657362,255,0,8.374074517790824,255,timesteps.0265.png,timesteps.0265_acutance.png,timesteps.0265_gaussian.png,timesteps.0265_local_contrast.png,timesteps.0265_local_range.png,timesteps.0265_salt_and_pepper.png,timesteps.0265_brightness.png,timesteps.0265_contrast_strech.png
0266,162,254.34503414400385,255,0,6.8763268240086255,255,0,13.828038516832395,255,0,10.478630046723374,255,0,3.0289145800886548,195,0,246.16082724332097,255,0,8.645561279501617,255,timesteps.0266.png,timesteps.0266_acutance.png,timesteps.0266_gaussian.png,timesteps.0266_local_contrast.png,timesteps.0266_local_range.png,timesteps.0266_salt_and_pepper.png,timesteps.0266_brightness.png,timesteps.0266_contrast_strech.png
0267,181,254.33047651850964,255,0,6.834951180064694,255,0,14.799704983826524,255,0,11.012032766263328,255,0,3.143259554330897,186,0,246.22711453216723,255,0,8.435047022882472,255,timesteps.0267.png,timesteps.0267_acutance.png,timesteps.0267_gaussian.png,timesteps.0267_local_contrast.png,timesteps.0267_local_range.png,timesteps.0267_salt_and_pepper.png,timesteps.0267_brightness.png,timesteps.0267_contrast_strech.png
0268,180,254.32349946088414,255,0,6.814654965855996,255,0,14.868049898167007,255,0,11.110485803282616,255,0,3.1717772852521864,186,0,246.2289714867617,255,0,8.437817479333892,255,timesteps.0268.png,timesteps.0268_acutance.png,timesteps.0268_gaussian.png,timesteps.0268_local_contrast.png,timesteps.0268_local_range.png,timesteps.0268_salt_and_pepper.png,timesteps.0268_brightness.png,timesteps.0268_contrast_strech.png
0269,192,254.30768988858273,255,0,6.724394992212771,255,0,15.470353120881754,255,0,11.583089732838145,255,0,3.299264705882353,182,0,246.42948963699533,255,0,8.099162872888463,255,timesteps.0269.png,timesteps.0269_acutance.png,timesteps.0269_gaussian.png,timesteps.0269_local_contrast.png,timesteps.0269_local_range.png,timesteps.0269_salt_and_pepper.png,timesteps.0269_brightness.png,timesteps.0269_contrast_strech.png
0270,173,254.3155385168324,255,0,6.918193662393675,255,0,15.44654366838385,255,0,11.31829849047562,255,0,3.230761051874925,191,0,246.1327632682401,255,0,8.453110398945729,255,timesteps.0270.png,timesteps.0270_acutance.png,timesteps.0270_gaussian.png,timesteps.0270_local_contrast.png,timesteps.0270_local_range.png,timesteps.0270_salt_and_pepper.png,timesteps.0270_brightness.png,timesteps.0270_contrast_strech.png
0271,179,254.31958787588354,255,0,7.068225110818258,255,0,15.611622439199712,255,0,11.257845633161615,255,0,3.1982194201509526,186,0,245.87830657721338,255,0,8.761921948005272,255,timesteps.0271.png,timesteps.0271_acutance.png,timesteps.0271_gaussian.png,timesteps.0271_local_contrast.png,timesteps.0271_local_range.png,timesteps.0271_salt_and_pepper.png,timesteps.0271_brightness.png,timesteps.0271_contrast_strech.png
0272,195,254.32349496825208,255,0,7.988263747454175,255,0,16.501638313166406,255,0,11.13181083023841,255,0,3.1642656044087696,178,0,244.5540074278184,255,0,10.229567509284774,255,timesteps.0272.png,timesteps.0272_acutance.png,timesteps.0272_gaussian.png,timesteps.0272_local_contrast.png,timesteps.0272_local_range.png,timesteps.0272_salt_and_pepper.png,timesteps.0272_brightness.png,timesteps.0272_contrast_strech.png
0273,201,254.31840331855756,255,0,7.514418353899605,255,0,16.270312687193,255,0,11.234519887384689,255,0,3.191484964657961,179,0,245.14336587995686,255,0,9.58817988498862,255,timesteps.0273.png,timesteps.0273_acutance.png,timesteps.0273_gaussian.png,timesteps.0273_local_contrast.png,timesteps.0273_local_range.png,timesteps.0273_salt_and_pepper.png,timesteps.0273_brightness.png,timesteps.0273_contrast_strech.png
0274,179,254.32502995088055,255,0,7.623406613154427,255,0,16.811387324787347,255,0,11.110147358332336,255,0,3.1528498262848927,186,0,244.93896909069127,255,0,9.781529291961183,255,timesteps.0274.png,timesteps.0274_acutance.png,timesteps.0274_gaussian.png,timesteps.0274_local_contrast.png,timesteps.0274_local_range.png,timesteps.0274_salt_and_pepper.png,timesteps.0274_brightness.png,timesteps.0274_contrast_strech.png
0275,176,254.3084102072601,255,0,7.3985833233497065,255,0,16.74371331017132,255,0,11.446877620702049,255,0,3.2391637714148795,181,0,245.36108482089372,255,0,9.262721636516114,255,timesteps.0275.png,timesteps.0275_acutance.png,timesteps.0275_gaussian.png,timesteps.0275_local_contrast.png,timesteps.0275_local_range.png,timesteps.0275_salt_and_pepper.png,timesteps.0275_brightness.png,timesteps.0275_contrast_strech.png
0276,191,254.3128713909189,255,0,7.683795076075237,255,0,16.77538636635917,255,0,11.196447825566072,255,0,3.202761471187253,184,0,244.88739217683,255,0,9.846501737151073,255,timesteps.0276.png,timesteps.0276_acutance.png,timesteps.0276_gaussian.png,timesteps.0276_local_contrast.png,timesteps.0276_local_range.png,timesteps.0276_salt_and_pepper.png,timesteps.0276_brightness.png,timesteps.0276_contrast_strech.png
0277,192,254.3112181023122,255,0,7.703053492272673,255,0,17.00478165808075,255,0,11.243052893255062,255,0,3.2180469030789505,187,0,244.82480681682043,255,0,9.90792350545106,255,timesteps.0277.png,timesteps.0277_acutance.png,timesteps.0277_gaussian.png,timesteps.0277_local_contrast.png,timesteps.0277_local_range.png,timesteps.0277_salt_and_pepper.png,timesteps.0277_brightness.png,timesteps.0277_contrast_strech.png
0278,177,254.30904965855996,255,0,8.14847849526776,255,0,17.35640200071882,255,0,11.156794357254103,255,0,3.209636695818857,187,0,244.19698843896012,255,0,10.593768719300348,255,timesteps.0278.png,timesteps.0278_acutance.png,timesteps.0278_gaussian.png,timesteps.0278_local_contrast.png,timesteps.0278_local_range.png,timesteps.0278_salt_and_pepper.png,timesteps.0278_brightness.png,timesteps.0278_contrast_strech.png
0279,191,254.293695339643,255,0,7.658980771534683,255,0,17.81586797651851,255,0,11.630362705163531,255,0,3.3255930274350067,188,0,244.90951689229664,255,0,9.678688450940458,255,timesteps.0279.png,timesteps.0279_acutance.png,timesteps.0279_gaussian.png,timesteps.0279_local_contrast.png,timesteps.0279_local_range.png,timesteps.0279_salt_and_pepper.png,timesteps.0279_brightness.png,timesteps.0279_contrast_strech.png
0280,188,254.29316221396908,255,0,7.670971606565233,255,0,18.05531628129867,255,0,11.682409847849527,255,0,3.3358107703366477,188,0,244.854148196957,255,0,9.728146340002397,255,timesteps.0280.png,timesteps.0280_acutance.png,timesteps.0280_gaussian.png,timesteps.0280_local_contrast.png,timesteps.0280_local_range.png,timesteps.0280_salt_and_pepper.png,timesteps.0280_brightness.png,timesteps.0280_contrast_strech.png
0281,171,254.2926515514556,255,0,7.6195983586917455,255,0,18.970799389002035,255,0,11.975184197915418,255,0,3.365667305618785,194,0,244.99263208338326,255,0,9.414097879477657,255,timesteps.0281.png,timesteps.0281_acutance.png,timesteps.0281_gaussian.png,timesteps.0281_local_contrast.png,timesteps.0281_local_range.png,timesteps.0281_salt_and_pepper.png,timesteps.0281_brightness.png,timesteps.0281_contrast_strech.png
0282,176,254.2769288367078,255,0,7.806948604288966,255,0,19.509332694381214,255,0,12.307674913142446,255,0,3.45310291122559,187,0,244.72059572301427,255,0,9.675974901162094,255,timesteps.0282.png,timesteps.0282_acutance.png,timesteps.0282_gaussian.png,timesteps.0282_local_contrast.png,timesteps.0282_local_range.png,timesteps.0282_salt_and_pepper.png,timesteps.0282_brightness.png,timesteps.0282_contrast_strech.png
0283,178,254.27355936264527,255,0,7.9631424463879235,255,0,19.698652210374984,255,0,12.365474122439199,255,0,3.4686159698095125,187,0,244.47753983467115,255,0,9.932948963699532,255,timesteps.0283.png,timesteps.0283_acutance.png,timesteps.0283_gaussian.png,timesteps.0283_local_contrast.png,timesteps.0283_local_range.png,timesteps.0283_salt_and_pepper.png,timesteps.0283_brightness.png,timesteps.0283_contrast_strech.png
0284,177,254.26856804840062,255,0,8.67372409248832,255,0,20.689160776326823,255,0,12.440186593985864,255,0,3.478423385647538,184,0,243.3751946807236,255,0,11.156397508086737,255,timesteps.0284.png,timesteps.0284_acutance.png,timesteps.0284_gaussian.png,timesteps.0284_local_contrast.png,timesteps.0284_local_range.png,timesteps.0284_salt_and_pepper.png,timesteps.0284_brightness.png,timesteps.0284_contrast_strech.png
0285,181,254.2967188810351,255,0,7.221687432610519,255,0,16.900688870252786,255,0,11.93732328980472,255,0,3.348589313525818,179,0,245.63940038337128,255,0,8.884081106984546,255,timesteps.0285.png,timesteps.0285_acutance.png,timesteps.0285_gaussian.png,timesteps.0285_local_contrast.png,timesteps.0285_local_range.png,timesteps.0285_salt_and_pepper.png,timesteps.0285_brightness.png,timesteps.0285_contrast_strech.png
0286,191,254.30247094764587,255,0,7.27741703606086,255,0,16.809352162453575,255,0,11.77440247993291,255,0,3.3011830597819576,182,0,245.55563376063256,255,0,8.983458128668984,255,timesteps.0286.png,timesteps.0286_acutance.png,timesteps.0286_gaussian.png,timesteps.0286_local_contrast.png,timesteps.0286_local_range.png,timesteps.0286_salt_and_pepper.png,timesteps.0286_brightness.png,timesteps.0286_contrast_strech.png
0287,178,254.2932221157302,255,0,7.292335569665748,255,0,17.112916317239726,255,0,11.88565951838984,255,0,3.346506229783156,188,0,245.53434916736552,255,0,8.975648436564034,255,timesteps.0287.png,timesteps.0287_acutance.png,timesteps.0287_gaussian.png,timesteps.0287_local_contrast.png,timesteps.0287_local_range.png,timesteps.0287_salt_and_pepper.png,timesteps.0287_brightness.png,timesteps.0287_contrast_strech.png
0288,178,254.29553582125314,255,0,7.414157781238768,255,0,17.374082005510964,255,0,11.847750688870253,255,0,3.345660117407452,187,0,245.3592997484126,255,0,9.154619923325745,255,timesteps.0288.png,timesteps.0288_acutance.png,timesteps.0288_gaussian.png,timesteps.0288_local_contrast.png,timesteps.0288_local_range.png,timesteps.0288_salt_and_pepper.png,timesteps.0288_brightness.png,timesteps.0288_contrast_strech.png
0289,191,254.30281837786032,255,0,7.430129088295196,255,0,17.32049988019648,255,0,11.632589553132862,255,0,3.3052488918174197,187,0,245.2997798610279,255,0,9.246726368755242,255,timesteps.0289.png,timesteps.0289_acutance.png,timesteps.0289_gaussian.png,timesteps.0289_local_contrast.png,timesteps.0289_local_range.png,timesteps.0289_salt_and_pepper.png,timesteps.0289_brightness.png,timesteps.0289_contrast_strech.png
0290,191,254.3072256499341,255,0,7.824525278543189,255,0,17.547912423625256,255,0,11.479841559841859,255,0,3.2575670899724454,187,0,244.73058883431173,255,0,9.8969719659758,255,timesteps.0290.png,timesteps.0290_acutance.png,timesteps.0290_gaussian.png,timesteps.0290_local_contrast.png,timesteps.0290_local_range.png,timesteps.0290_salt_and_pepper.png,timesteps.0290_brightness.png,timesteps.0290_contrast_strech.png
0291,191,254.30571762309813,255,0,7.786823110099437,255,0,17.98632592548221,255,0,11.440334850844614,255,0,3.2561069845453456,187,0,244.70828591110578,255,0,9.912160057505691,255,timesteps.0291.png,timesteps.0291_acutance.png,timesteps.0291_gaussian.png,timesteps.0291_local_contrast.png,timesteps.0291_local_range.png,timesteps.0291_salt_and_pepper.png,timesteps.0291_brightness.png,timesteps.0291_contrast_strech.png
0292,191,254.30074128429376,255,0,7.573755540912903,255,0,18.32342608122679,255,0,11.597863004672337,255,0,3.293478195758955,187,0,245.0117242721936,255,0,9.499200311489158,255,timesteps.0292.png,timesteps.0292_acutance.png,timesteps.0292_gaussian.png,timesteps.0292_local_contrast.png,timesteps.0292_local_range.png,timesteps.0292_salt_and_pepper.png,timesteps.0292_brightness.png,timesteps.0292_contrast_strech.png
0293,180,254.31552054630407,255,0,8.225549598658201,255,0,18.40749670540314,255,0,11.145462441595782,255,0,3.1999251227986103,185,0,243.92313406014136,255,0,10.831732957948963,255,timesteps.0293.png,timesteps.0293_acutance.png,timesteps.0293_gaussian.png,timesteps.0293_local_contrast.png,timesteps.0293_local_range.png,timesteps.0293_salt_and_pepper.png,timesteps.0293_brightness.png,timesteps.0293_contrast_strech.png
0294,180,254.32655295315683,255,0,8.66725320474422,255,0,18.391067149874207,255,0,10.97804899964059,255,0,3.1494279381813826,178,0,243.4235773331736,255,0,11.399323110099436,255,timesteps.0294.png,timesteps.0294_acutance.png,timesteps.0294_gaussian.png,timesteps.0294_local_contrast.png,timesteps.0294_local_range.png,timesteps.0294_salt_and_pepper.png,timesteps.0294_brightness.png,timesteps.0294_contrast_strech.png
0295,185,254.31524949083504,255,0,8.627196897088774,255,0,18.756166886306456,255,0,11.224660057505691,255,0,3.2173565352821374,168,0,243.4062118126273,255,0,11.421545165927878,255,timesteps.0295.png,timesteps.0295_acutance.png,timesteps.0295_gaussian.png,timesteps.0295_local_contrast.png,timesteps.0295_local_range.png,timesteps.0295_salt_and_pepper.png,timesteps.0295_brightness.png,timesteps.0295_contrast_strech.png
0296,199,254.3209760991973,255,0,9.715286929435726,255,0,19.132207679405774,255,0,11.011438241284294,255,0,3.179429735234216,168,0,242.18758386246554,255,0,12.685966514915538,255,timesteps.0296.png,timesteps.0296_acutance.png,timesteps.0296_gaussian.png,timesteps.0296_local_contrast.png,timesteps.0296_local_range.png,timesteps.0296_salt_and_pepper.png,timesteps.0296_brightness.png,timesteps.0296_contrast_strech.png
0297,200,254.33088684557325,255,0,10.14784802923206,255,0,19.344545944650772,255,0,10.771831196837187,255,0,3.1025757757278063,168,0,241.73035821253146,255,0,13.16708997244519,255,timesteps.0297.png,timesteps.0297_acutance.png,timesteps.0297_gaussian.png,timesteps.0297_local_contrast.png,timesteps.0297_local_range.png,timesteps.0297_salt_and_pepper.png,timesteps.0297_brightness.png,timesteps.0297_contrast_strech.png
0298,184,254.3179525578052,255,0,9.832114831676051,255,0,19.503087935785313,255,0,10.974366538876243,255,0,3.179288966095603,175,0,241.99334641188452,255,0,12.887688690547503,255,timesteps.0298.png,timesteps.0298_acutance.png,timesteps.0298_gaussian.png,timesteps.0298_local_contrast.png,timesteps.0298_local_range.png,timesteps.0298_salt_and_pepper.png,timesteps.0298_brightness.png,timesteps.0298_contrast_strech.png
0299,193,254.40473223912784,255,0,5.330503474302144,255,0,9.120311189648975,255,0,8.87497903438361,255,0,2.6703770815861985,176,0,248.55102581765905,255,0,6.350983886426261,255,timesteps.0299.png,timesteps.0299_acutance.png,timesteps.0299_gaussian.png,timesteps.0299_local_contrast.png,timesteps.0299_local_range.png,timesteps.0299_salt_and_pepper.png,timesteps.0299_brightness.png,timesteps.0299_contrast_strech.png
0300,202,254.39880046723374,255,0,5.138599197316401,255,0,9.587017790823051,255,0,9.181252246316042,255,0,2.735991973164011,168,0,248.67758476099198,255,0,6.186856056068049,255,timesteps.0300.png,timesteps.0300_acutance.png,timesteps.0300_gaussian.png,timesteps.0300_local_contrast.png,timesteps.0300_local_range.png,timesteps.0300_salt_and_pepper.png,timesteps.0300_brightness.png,timesteps.0300_contrast_strech.png
0301,191,254.3974302144483,255,0,5.496289085899125,255,0,9.662182520666107,255,0,9.112739607044448,255,0,2.726593386845573,168,0,248.28619264406373,255,0,6.609034683119684,255,timesteps.0301.png,timesteps.0301_acutance.png,timesteps.0301_gaussian.png,timesteps.0301_local_contrast.png,timesteps.0301_local_range.png,timesteps.0301_salt_and_pepper.png,timesteps.0301_brightness.png,timesteps.0301_contrast_strech.png
0302,181,254.39768030430093,255,0,5.302968132263088,255,0,9.957986402300227,255,0,9.283185575655924,255,0,2.7455807475739786,182,0,248.44448903797772,255,0,6.4109650173715105,255,timesteps.0302.png,timesteps.0302_acutance.png,timesteps.0302_gaussian.png,timesteps.0302_local_contrast.png,timesteps.0302_local_range.png,timesteps.0302_salt_and_pepper.png,timesteps.0302_brightness.png,timesteps.0302_contrast_strech.png
0303,191,254.38581226788068,255,0,5.167726428657002,255,0,9.889759793937941,255,0,9.584874805319277,255,0,2.816965676290883,174,0,248.63552024679527,255,0,6.184509404576494,255,timesteps.0303.png,timesteps.0303_acutance.png,timesteps.0303_gaussian.png,timesteps.0303_local_contrast.png,timesteps.0303_local_range.png,timesteps.0303_salt_and_pepper.png,timesteps.0303_brightness.png,timesteps.0303_contrast_strech.png
0304,191,254.38798220917695,255,0,5.256872229543548,255,0,10.096606565233017,255,0,9.437946268120283,255,0,2.792564693902001,168,0,248.4585929076315,255,0,6.3889915538516835,255,timesteps.0304.png,timesteps.0304_acutance.png,timesteps.0304_gaussian.png,timesteps.0304_local_contrast.png,timesteps.0304_local_range.png,timesteps.0304_salt_and_pepper.png,timesteps.0304_brightness.png,timesteps.0304_contrast_strech.png
0305,203,254.37371360968012,255,0,5.155105127590751,255,0,10.281132442793819,255,0,9.804974841260334,255,0,2.875832634479454,168,0,248.6197630885348,255,0,6.169021804241044,255,timesteps.0305.png,timesteps.0305_acutance.png,timesteps.0305_gaussian.png,timesteps.0305_local_contrast.png,timesteps.0305_local_range.png,timesteps.0305_salt_and_pepper.png,timesteps.0305_brightness.png,timesteps.0305_contrast_strech.png
0306,191,254.37010452857314,255,0,5.119204504612435,255,0,10.56674403977477,255,0,9.95461692823769,255,0,2.9078411405295315,182,0,248.68333982269078,255,0,6.041303761830598,255,timesteps.0306.png,timesteps.0306_acutance.png,timesteps.0306_gaussian.png,timesteps.0306_local_contrast.png,timesteps.0306_local_range.png,timesteps.0306_salt_and_pepper.png,timesteps.0306_brightness.png,timesteps.0306_contrast_strech.png
0307,188,254.37518419791542,255,0,5.1857179226069245,255,0,10.44202857314005,255,0,9.774255720618186,255,0,2.8756229783155627,168,0,248.56386126752128,255,0,6.217119923325746,255,timesteps.0307.png,timesteps.0307_acutance.png,timesteps.0307_gaussian.png,timesteps.0307_local_contrast.png,timesteps.0307_local_range.png,timesteps.0307_salt_and_pepper.png,timesteps.0307_brightness.png,timesteps.0307_contrast_strech.png
0308,195,254.35761201629327,255,0,5.13405115610399,255,0,10.871483766622738,255,0,10.224299149394993,255,0,2.996372948364682,168,0,248.70601713190368,255,0,5.966982149275188,255,timesteps.0308.png,timesteps.0308_acutance.png,timesteps.0308_gaussian.png,timesteps.0308_local_contrast.png,timesteps.0308_local_range.png,timesteps.0308_salt_and_pepper.png,timesteps.0308_brightness.png,timesteps.0308_contrast_strech.png
0309,197,254.3643973882832,255,0,5.36665568467713,255,0,11.186445729004433,255,0,10.134157481729963,255,0,2.947662333772613,174,0,248.32560800287527,255,0,6.382911525098838,255,timesteps.0309.png,timesteps.0309_acutance.png,timesteps.0309_gaussian.png,timesteps.0309_local_contrast.png,timesteps.0309_local_range.png,timesteps.0309_salt_and_pepper.png,timesteps.0309_brightness.png,timesteps.0309_contrast_strech.png
0310,202,254.36199982029473,255,0,5.467906133940338,255,0,11.093457230142565,255,0,10.1715571462801,255,0,2.962366718581526,169,0,248.21906523301786,255,0,6.501341799448904,255,timesteps.0310.png,timesteps.0310_acutance.png,timesteps.0310_gaussian.png,timesteps.0310_local_contrast.png,timesteps.0310_local_range.png,timesteps.0310_salt_and_pepper.png,timesteps.0310_brightness.png,timesteps.0310_contrast_strech.png
0311,202,254.3502920210854,255,0,5.7466724571702406,255,0,11.63316161495148,255,0,10.396853659997603,255,0,3.029801126153109,171,0,247.85057954953876,255,0,6.878032526656284,255,timesteps.0311.png,timesteps.0311_acutance.png,timesteps.0311_gaussian.png,timesteps.0311_local_contrast.png,timesteps.0311_local_range.png,timesteps.0311_salt_and_pepper.png,timesteps.0311_brightness.png,timesteps.0311_contrast_strech.png
0312,203,254.3488738468911,255,0,5.839226668264047,255,0,11.823324248232899,255,0,10.518076853959506,255,0,3.042149874206302,168,0,247.72643165209058,255,0,6.998794477057626,255,timesteps.0312.png,timesteps.0312_acutance.png,timesteps.0312_gaussian.png,timesteps.0312_local_contrast.png,timesteps.0312_local_range.png,timesteps.0312_salt_and_pepper.png,timesteps.0312_brightness.png,timesteps.0312_contrast_strech.png
0313,201,254.34954474661555,255,0,5.704330897328381,255,0,11.859684617227746,255,0,10.539433329339882,255,0,3.0504956870732,168,0,247.9094989217683,255,0,6.781142925602013,255,timesteps.0313.png,timesteps.0313_acutance.png,timesteps.0313_gaussian.png,timesteps.0313_local_contrast.png,timesteps.0313_local_range.png,timesteps.0313_salt_and_pepper.png,timesteps.0313_brightness.png,timesteps.0313_contrast_strech.png
0314,201,254.34805319276387,255,0,6.010991973164011,255,0,12.53170150952438,255,0,10.7190247993291,255,0,3.0765544507008507,168,0,247.44113453935546,255,0,7.248186474182341,255,timesteps.0314.png,timesteps.0314_acutance.png,timesteps.0314_gaussian.png,timesteps.0314_local_contrast.png,timesteps.0314_local_range.png,timesteps.0314_salt_and_pepper.png,timesteps.0314_brightness.png,timesteps.0314_contrast_strech.png
0315,201,254.352532346951,255,0,6.782038456930634,255,0,12.716565832035462,255,0,10.424869713669581,255,0,3.015122199592668,168,0,246.47276117167846,255,0,8.342390978794777,255,timesteps.0315.png,timesteps.0315_acutance.png,timesteps.0315_gaussian.png,timesteps.0315_local_contrast.png,timesteps.0315_local_range.png,timesteps.0315_salt_and_pepper.png,timesteps.0315_brightness.png,timesteps.0315_contrast_strech.png
